protein,description,log_ratio_1,log_ratio_2,log_ratio_3,avg_ratio,sd_ratio,ratio_count
P74457,PYRH_SYNY3 Uridylate kinase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=pyrH PE=3 SV=1,0.25536974378272115,0.006932714161885087,-0.42265558597064845,0.006932714161885087,0.34302220848528875,3
P73204,"PYR2_SYNY3 Phycobilisome 32.1 kDa linker polypeptide, phycocyanin-associated, rod 2 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=cpcC2 PE=1 SV=1",-0.083511985593569385,0.04374477393841311,0.0058850626738201385,0.0058850626738201385,0.06534456470962363,3
P73297,RPOA_SYNY3 DNA-directed RNA polymerase subunit alpha OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=rpoA PE=3 SV=1,-0.022717659113606428,0.28974196373303,0.004865242392345404,0.004865242392345404,0.17298679078991713,3
P05429,PSBB_SYNY3 Photosystem II CP47 reaction center protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=psbB PE=1 SV=1,0.00418779696343347,0.14105758688332776,-0.04688638763083588,0.00418779696343347,0.09718097317279249,3
Q55707,Y617_SYNY3 Uncharacterized protein sll0617 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=sll0617 PE=3 SV=1,0.29782027020787477,-0.7030182622428685,0.003088181787570462,0.003088181787570462,0.5143168741615851,3
P48939,RS4_SYNY3 30S ribosomal protein S4 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=rpsD PE=3 SV=1,0.08473395069176885,-0.287844567576392,-0.0035472861790169347,-0.0035472861790169347,0.19469346559325523,3
P73315,RL22_SYNY3 50S ribosomal protein L22 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=rplV PE=3 SV=1,-0.5313382604923272,0.5484129933663487,-0.009431225932827336,-0.009431225932827336,0.5399752920176967,3
P73418,DBH_SYNY3 DNA-binding protein HU OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=hup PE=3 SV=2,-0.15498302980633244,0.22852638727073873,-0.011247552344882858,-0.011247552344882858,0.19374850648313033,3
P72656,RNE_SYNY3 Ribonuclease E/G-like protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=rne PE=3 SV=1,0.4936840356380644,-0.16515197041995233,-0.012119972825106518,-0.012119972825106518,0.3447997897678592,3
P48946,RS18_SYNY3 30S ribosomal protein S18 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=rpsR PE=3 SV=1,-0.01330843540665844,-0.12957699453964436,0.33402705563087315,-0.01330843540665844,0.24120842871938628,3
P74467,CLPP3_SYNY3 Probable ATP-dependent Clp protease proteolytic subunit 3 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=clpP3 PE=3 SV=1,-0.013359906310732575,-0.4589567597271885,0.9001273859347055,-0.013359906310732575,0.6928353945753241,3
P73946,P73946_SYNY3 Slr1506 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr1506 PE=4 SV=1,-0.4631339864831942,0.07559551498295801,-0.014316371173258598,-0.014316371173258598,0.2886032093938651,3
P73320,RL3_SYNY3 50S ribosomal protein L3 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=rplC PE=3 SV=1,-0.016925014574818698,0.06300731798881236,-0.13317295145389826,-0.016925014574818698,0.09864875293714219,3
P73722,LEXA_SYNY3 Transcription regulator LexA OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=lexA PE=1 SV=1,0.41163434174926333,-0.030921335915820195,-0.01906350170160268,-0.01906350170160268,0.2521562902973339,3
P52208,"6PGD_SYNY3 6-phosphogluconate dehydrogenase, decarboxylating OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=gnd PE=3 SV=1",-0.02098951502350968,-0.014629578195447225,-0.2729355040349767,-0.02098951502350968,0.1473313620716013,3
Q55517,Q55517_SYNY3 Sll0529 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=sll0529 PE=4 SV=1,0.8479328695152656,-0.045243412984492706,-0.022151709002152964,-0.022151709002152964,0.50914049668481,3
Q55366,Q55366_SYNY3 Ferredoxin--nitrite reductase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=nirA PE=3 SV=1,-0.02980571269150993,0.09270763847451721,-0.02225451466258658,-0.02225451466258658,0.06865716575799062,3
P73313,RL16_SYNY3 50S ribosomal protein L16 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=rplP PE=3 SV=1,0.8943038033726497,-0.02447240135337751,-0.17911055496639766,-0.02447240135337751,0.5802702039584713,3
P22358,DNAK2_SYNY3 Chaperone protein dnaK2 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=dnaK2 PE=2 SV=1,-0.025511326240671192,-0.1389016454523179,-0.02145310966631766,-0.025511326240671192,0.06666832352644304,3
P12975,PSAE_SYNY3 Photosystem I reaction center subunit IV OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=psaE PE=1 SV=4,-0.7403673760792474,0.02892887170294917,-0.026749093626869603,-0.026749093626869603,0.4289848104780473,3
P72659,PNP_SYNY3 Polyribonucleotide nucleotidyltransferase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=pnp PE=3 SV=1,-0.029146345659516508,-0.14807952550895145,0.35989594508638273,-0.029146345659516508,0.26568718573555195,3
P37101,KPPR_SYNY3 Phosphoribulokinase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=prk PE=2 SV=1,-0.02968903972895124,-0.056359655139260396,0.015310944910399941,-0.02968903972895124,0.03622383022124348,3
P73606,P73606_SYNY3 Slr1855 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr1855 PE=4 SV=1,0.20723562939429366,-0.037226842902047634,-0.2016338611696506,-0.037226842902047634,0.20573681745169103,3
P74275,P74275_SYNY3 Delta-1-pyrroline-5-carboxylate dehydrogenase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=putA PE=3 SV=1,0.004434227819428699,-0.3379234706609011,-0.038044292102428844,-0.038044292102428844,0.18661044097995702,3
P73833,CPHA_SYNY3 Cyanophycin synthetase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=cphA PE=3 SV=1,0.14650213305860657,-0.04163406952294374,-0.8019675663013115,-0.04163406952294374,0.5021780938486731,3
P72683,P72683_SYNY3 Geranylgeranyl pyrophosphate synthase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=crtE PE=3 SV=1,-0.3332842459685853,0.05612260013235794,-0.04560178862564391,-0.04560178862564391,0.20196812426772784,3
Q55664,ALF2_SYNY3 Fructose-bisphosphate aldolase class 2 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=fbaA PE=1 SV=3,-0.04580607779951717,0.07592417511660542,-0.07670339406198594,-0.04580607779951717,0.0806929091273534,3
P73348,P73348_SYNY3 Rehydrin OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr1198 PE=1 SV=1,-0.35091051995883094,-0.05534519128123361,0.031097556799528688,-0.05534519128123361,0.20031699167430897,3
Q55828,DAPAT_SYNY3 LL-diaminopimelate aminotransferase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=dapL PE=1 SV=1,-0.18198817362563635,-0.059851972078432104,0.022885315970814762,-0.059851972078432104,0.10306620631221347,3
P73093,P73093_SYNY3 Phycobilisome rod-core linker polypeptide CpcG OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=cpcG PE=3 SV=1,-0.49759245101177685,-0.061222240282309166,-0.012674757920978505,-0.061222240282309166,0.2670583543997471,3
P36237,RL11_SYNY3 50S ribosomal protein L11 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=rplK PE=3 SV=1,-1.1263480771790864,-0.06143060049774782,0.11616832882998568,-0.06143060049774782,0.6719917696719964,3
P73728,PRX5_SYNY3 Peroxiredoxin sll1621 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=sll1621 PE=1 SV=1,-0.06296660249293731,-0.06207504100145334,-0.02874275845496468,-0.06207504100145334,0.019506868202368823,3
P73765,P73765_SYNY3 Slr0869 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr0869 PE=4 SV=1,-0.4243965657751459,-0.06786402438196787,-0.03254869386819183,-0.06786402438196787,0.21675922908440146,3
P73604,P73604_SYNY3 Slr1853 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr1853 PE=4 SV=1,-0.9193153398632457,0.18994622535945155,-0.07286573115759769,-0.07286573115759769,0.5796562608774519,3
P73336,RS20_SYNY3 30S ribosomal protein S20 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=rpsT PE=3 SV=1,-0.4772376606284609,-0.07419413219525396,0.37464064179608625,-0.07419413219525396,0.42614422095058285,3
P27724,NDHH_SYNY3 NAD(P)H-quinone oxidoreductase subunit H OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=ndhH PE=1 SV=3,-0.07604725470076006,-0.06512360566452337,-0.15260587989920307,-0.07604725470076006,0.04766846879894202,3
P73600,P73600_SYNY3 Sll1785 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=sll1785 PE=1 SV=1,0.7777974194482052,-0.08056328223265469,-0.4794020902764063,-0.08056328223265469,0.642444043768745,3
P77970,P77970_SYNY3 Glutamate--ammonia ligase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=glnN PE=3 SV=1,0.01575296860688918,-0.728192717994336,-0.08145314680684514,-0.08145314680684514,0.40438766186795244,3
P73405,P73405_SYNY3 Pyruvate dehydrogenase E1 beta subunit OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=pdhB PE=4 SV=1,-0.03555886633489456,-0.08299792323090169,-1.0315643228298683,-0.08299792323090169,0.5618504468769677,3
P74426,P74426_SYNY3 Sll0359 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=sll0359 PE=1 SV=1,-0.33849936453683144,-0.09312012082898644,0.09456542971772762,-0.09312012082898644,0.21717195765468153,3
P72586,"P72586_SYNY3 GDP-mannose 4,6-dehydratase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=rfbD PE=3 SV=1",-0.6217051440881082,-0.0313332068047916,-0.09356031705053247,-0.09356031705053247,0.324383568199681,3
P54205,RBL_SYNY3 Ribulose bisphosphate carboxylase large chain OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=cbbL PE=1 SV=1,-0.36901182812289524,-0.041132579141947574,-0.1100607649503399,-0.1100607649503399,0.1728735326904918,3
P74456,RRF_SYNY3 Ribosome-recycling factor OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=frr PE=3 SV=1,-1.0498836465790045,0.23735032411699752,-0.11761803253437234,-0.11761803253437234,0.6648424631278682,3
P73488,P73488_SYNY3 Sll1130 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=sll1130 PE=4 SV=1,-0.6747250928141214,-0.02948519915190066,-0.11951329691202403,-0.11951329691202403,0.3494518844009793,3
P73282,P73282_SYNY3 Transketolase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=tktA PE=3 SV=1,-0.03189117258040057,-0.14307287898024698,-0.12075552710002371,-0.12075552710002371,0.05881653613443053,3
P73305,RL18_SYNY3 50S ribosomal protein L18 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=rplR PE=3 SV=1,0.39393106424618307,-0.12113921823331819,-0.2257742260774716,-0.12113921823331819,0.3317329567627111,3
P73107,P73107_SYNY3 Sll1837 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=sll1837 PE=4 SV=1,-0.2155323392292221,0.3925428614917573,-0.12822657730190665,-0.12822657730190665,0.32878020879685876,3
P54899,ARGC_SYNY3 N-acetyl-gamma-glutamyl-phosphate reductase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=argC PE=3 SV=1,-0.062474492210542736,-0.20563709816171521,-0.13034897085747818,-0.13034897085747818,0.07161328869618978,3
P73133,ARGD_SYNY3 Acetylornithine aminotransferase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=argD PE=3 SV=1,0.23375822346316188,-0.34122018868537246,-0.131734554376312,-0.131734554376312,0.29099523938589733,3
P49057,GUAA_SYNY3 GMP synthase [glutamine-hydrolyzing] OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=guaA PE=3 SV=1,-0.13434587283762875,-0.33984002467090985,0.022730054713798752,-0.13434587283762875,0.18182306230639667,3
P74071,RS2_SYNY3 30S ribosomal protein S2 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=rpsB PE=3 SV=1,-0.13511547432042295,0.024492314089723865,-0.22152479539807582,-0.13511547432042295,0.12481027939170392,3
P54691,ILVE_SYNY3 Probable branched-chain-amino-acid aminotransferase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=ilvE PE=3 SV=1,-0.13344938005988327,-0.236832077202742,-0.13547502782747203,-0.13547502782747203,0.059111951379665094,3
P74490,P74490_SYNY3 Pyruvate dehydrogenase E1 component subunit alpha OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=pdhA PE=4 SV=1,0.3542493819452408,-0.13860287036275093,-0.17297493007823933,-0.13860287036275093,0.2949718224629762,3
Q55765,Q55765_SYNY3 RNA-binding protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr0193 PE=4 SV=1,-0.03889787469408535,-0.32544587502876593,-0.13890960666901556,-0.13890960666901556,0.14543491238466447,3
P73203,"PYR1_SYNY3 Phycobilisome 32.1 kDa linker polypeptide, phycocyanin-associated, rod 1 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=cpcC1 PE=1 SV=3",-0.22754897151892223,-0.09406349269275681,-0.143039960455627,-0.143039960455627,0.0675263410367567,3
P73799,P73799_SYNY3 Slr1259 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr1259 PE=4 SV=1,-0.14932465540785272,-0.2505537652352304,-0.11866797405936905,-0.14932465540785272,0.06901814580459824,3
Q55604,Q55604_SYNY3 Slr0769 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr0769 PE=4 SV=1,-2.1169425617107405,-0.08863340434086943,-0.15685077786768425,-0.15685077786768425,1.1518573008414443,3
P52981,"GLGB_SYNY3 1,4-alpha-glucan branching enzyme GlgB OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=glgB PE=3 SV=1",0.08057486315384672,-0.1589192935515569,-0.6911231094725641,-0.1589192935515569,0.39499285093374925,3
P74410,RS16_SYNY3 30S ribosomal protein S16 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=rpsP PE=3 SV=1,-0.06851981071623912,-0.3877177438571687,-0.16581247263201482,-0.16581247263201482,0.1636027363165665,3
P19125,NDHJ_SYNY3 NAD(P)H-quinone oxidoreductase subunit J OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=ndhJ PE=1 SV=4,0.5688204234918233,-0.5225738788454222,-0.16654519819045793,-0.16654519819045793,0.5565759220710272,3
P74233,P74233_SYNY3 Slr1160 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr1160 PE=4 SV=1,-1.1217585598592046,-0.17419192461056499,-0.08111231842504939,-0.17419192461056499,0.5758314193603185,3
P73911,KATG_SYNY3 Catalase-peroxidase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=katG PE=1 SV=1,-0.019747933650903028,-0.45474219023427737,-0.18021260584414928,-0.18021260584414928,0.2199755315893205,3
P74789,P74789_SYNY3 Sll0319 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=sll0319 PE=4 SV=1,-0.2701455527848162,-0.18891331953813426,0.2988754040673184,-0.18891331953813426,0.3077665142960918,3
P20804,ACP_SYNY3 Acyl carrier protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=acpP PE=1 SV=2,-0.19174220849626342,-0.2943757897028257,-0.029378603445491366,-0.19174220849626342,0.1336158055525066,3
P73762,P73762_SYNY3 Sll0837 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=sll0837 PE=4 SV=1,0.08216660405794068,-0.19340520179778195,-0.6832888028712212,-0.19340520179778195,0.3876957017172861,3
P74463,P74463_SYNY3 Twitching motility protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=pilT PE=4 SV=1,-0.9822161687641855,0.11599329506481992,-0.19872903008969034,-0.19872903008969034,0.5655331208783738,3
Q59978,GRPE_SYNY3 Protein GrpE OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=grpE PE=3 SV=1,-0.243836673075511,-0.208271313091795,-0.09625725806512234,-0.208271313091795,0.07701918277188946,3
P73287,P73287_SYNY3 Bacterioferritin OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=bfr PE=3 SV=1,-0.7606886628854896,-0.2094194298443933,-0.09829511236014982,-0.2094194298443933,0.3547326685951041,3
P26527,ATPB_SYNY3 ATP synthase subunit beta OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=atpD PE=3 SV=1,-0.40025925899681303,-0.1969023194764935,-0.21044257277634487,-0.21044257277634487,0.11370118562722105,3
P73530,RS1A_SYNY3 30S ribosomal protein S1 homolog A OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=rps1A PE=3 SV=1,-0.2304049413878323,-0.06286259125651406,-0.2144241559939436,-0.2144241559939436,0.0924632652237172,3
P73321,Y1894_SYNY3 Uncharacterized protein slr1894 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr1894 PE=3 SV=1,-0.14815245353874557,-0.23553649559519965,-0.2147564071114988,-0.2147564071114988,0.04565061064767921,3
P73318,RL23_SYNY3 50S ribosomal protein L23 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=rplW PE=3 SV=1,-0.19427616352132382,-0.21699130576540163,-0.4201180555474683,-0.21699130576540163,0.12435233167505934,3
Q55154,DNAK1_SYNY3 Chaperone protein dnaK1 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=dnaK1 PE=3 SV=1,0.760137686322597,-0.2247390953900604,-0.2792644290692881,-0.2247390953900604,0.5849945932300911,3
Q54714,PHCB_SYNY3 C-phycocyanin beta chain OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=cpcB PE=1 SV=2,-0.2673753150466732,-0.22611420505864827,-0.10449416787110578,-0.22611420505864827,0.08467996688333072,3
P73274,SYL_SYNY3 Leucine--tRNA ligase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=leuS PE=3 SV=1,0.054435590189543304,-0.22700904940681785,-0.3597039058127694,-0.22700904940681785,0.21147518854591085,3
P73643,P73643_SYNY3 Sll1762 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=sll1762 PE=4 SV=1,-0.7017930989430393,-0.1836581653249607,-0.22971933835691738,-0.22971933835691738,0.2867749049139451,3
P73222,P73222_SYNY3 Slr2005 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr2005 PE=4 SV=1,-0.19825479410465513,-0.24671036371082092,-0.2297865382414586,-0.2297865382414586,0.024592034559603012,3
P74227,EFTU_SYNY3 Elongation factor Tu OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=tuf PE=1 SV=1,-0.26287007360535,-0.2320110068469395,-0.13941713078310794,-0.2320110068469395,0.06424761600920309,3
P74267,RL27_SYNY3 50S ribosomal protein L27 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=rpmA PE=3 SV=1,-0.855848754829788,0.3993699975876602,-0.23653030325192653,-0.23653030325192653,0.627627630246509,3
P74630,P74630_SYNY3 Sll0735 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=sll0735 PE=3 SV=1,0.1320028793536382,-0.2377055791207345,-1.3347341615814814,-0.2377055791207345,0.7628317422881715,3
P23350,RL10_SYNY3 50S ribosomal protein L10 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=rplJ PE=3 SV=1,-0.23772750601661974,-0.5097641849073582,0.1733997665368988,-0.23772750601661974,0.3439337565704887,3
P72740,DLDH_SYNY3 Dihydrolipoyl dehydrogenase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=lpdA PE=1 SV=3,-0.14484300284754786,-0.2462975540224016,-0.24007764456116154,-0.24007764456116154,0.056864385764315746,3
P72749,TYPA_SYNY3 GTP-binding protein TypA/BipA homolog OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=typA PE=3 SV=1,-0.24626273814825464,0.08112978336696358,-0.3364434563104139,-0.24626273814825464,0.21972931664777764,3
P77972,ENO_SYNY3 Enolase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=eno PE=3 SV=1,-0.2536510348580183,-0.3425563922337524,-0.19718077799134928,-0.2536510348580183,0.07328838209094556,3
P73565,P73565_SYNY3 Sll0872 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=sll0872 PE=4 SV=1,-0.25400478898245693,-0.5816790866428871,-0.1285223024317498,-0.25400478898245693,0.2339755581447145,3
P72937,P72937_SYNY3 Slr0670 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr0670 PE=4 SV=1,-0.03253875679161116,-0.25480182672158247,-0.2976236372195287,-0.25480182672158247,0.1423051729795868,3
P73609,P73609_SYNY3 Anti-sigma factor antagonist OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr1859 PE=3 SV=1,-0.26486175888480057,-0.23903798342684712,-0.3165167361045645,-0.26486175888480057,0.039450519994401134,3
P27180,ATPD_SYNY3 ATP synthase subunit delta OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=atpH PE=3 SV=1,-0.2685064013133648,-0.00774949960493467,-0.28913454145801637,-0.2685064013133648,0.1568423963373572,3
P74002,Y1322_SYNY3 Metalloprotease slr1322 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr1322 PE=3 SV=1,0.5123117767229397,-0.27079823945468046,-0.9048395618218223,-0.27079823945468046,0.7098811652013781,3
P73061,URE1_SYNY3 Urease subunit alpha OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=ureC PE=3 SV=1,-0.20685320466796692,-0.28992794595448906,-0.28354856328099115,-0.28354856328099115,0.046231820203365574,3
P72870,APCD_SYNY3 Allophycocyanin subunit alpha-B OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=apcD PE=1 SV=1,-0.2982917306201239,-0.5672636926456086,-0.027495844943077864,-0.2982917306201239,0.269884437450821,3
P74361,CLPB2_SYNY3 Chaperone protein ClpB 2 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=clpB2 PE=3 SV=1,-0.6173170060358597,0.16340851967620568,-0.30747693858982184,-0.30747693858982184,0.3931213401948888,3
Q55756,CARB_SYNY3 Carbamoyl-phosphate synthase large chain OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=carB PE=3 SV=2,-0.34042443850475174,-0.3100728249276713,-0.2246218133827734,-0.3100728249276713,0.06004629298288664,3
P73314,RS3_SYNY3 30S ribosomal protein S3 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=rpsC PE=1 SV=3,-0.3129212986437647,0.02162514703000863,-0.5678863628272844,-0.3129212986437647,0.2956496599359019,3
P74344,P74344_SYNY3 Molybdopterin biosynthesis MoeB protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=moeB PE=4 SV=1,-1.057545230420577,-0.33805125832493627,-0.1200506061056459,-0.33805125832493627,0.490593523341777,3
P73283,FABF_SYNY3 3-oxoacyl-[acyl-carrier-protein] synthase 2 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=fabF PE=1 SV=1,0.4630881481739925,-0.3419015974811547,-0.8951102862650904,-0.3419015974811547,0.6829777120898304,3
Q01952,APCB_SYNY3 Allophycocyanin beta chain OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=apcB PE=1 SV=1,-0.3534262477220547,-0.37821363252026186,-0.21381597975241526,-0.3534262477220547,0.08863034619819035,3
P72644,PURL_SYNY3 Phosphoribosylformylglycinamidine synthase subunit PurL OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=purL PE=3 SV=2,0.8254438783826165,-0.3738393026584944,-0.35437511808249617,-0.35437511808249617,0.6868565919255197,3
P73922,"FBSB_SYNY3 D-fructose 1,6-bisphosphatase class 2/sedoheptulose 1,7-bisphosphatase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr2094 PE=1 SV=1",-0.362168773390218,-0.08998484398628512,-0.35550337893889217,-0.35550337893889217,0.1552571046749744,3
P54206,RBS_SYNY3 Ribulose bisphosphate carboxylase small chain OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=cbbS PE=3 SV=1,-0.6780195871114756,-0.35919199099320254,-0.2620406880988113,-0.35919199099320254,0.21761121912117445,3
Q55387,Q55387_SYNY3 Periplasmic binding protein of ABC transporter for natural amino acids OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=natB PE=4 SV=1,-0.5163216154470094,-0.07328921839719281,-0.364060723609855,-0.364060723609855,0.22509596185567504,3
P74079,P74079_SYNY3 Slr1342 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr1342 PE=4 SV=1,0.28047130907532736,-0.7031965797424481,-0.3727615476096953,-0.3727615476096953,0.5005834913719303,3
P73971,AMPA_SYNY3 Probable cytosol aminopeptidase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=pepA PE=3 SV=2,-0.02817241911666689,-0.37931782335344044,-0.6982249880362342,-0.37931782335344044,0.33515551607135485,3
P72760,CCMK1_SYNY3 Carbon dioxide-concentrating mechanism protein CcmK homolog 1 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=ccmK1 PE=1 SV=3,-0.38437209871778727,-0.5425385110059705,-0.2935178735682941,-0.38437209871778727,0.12601744725334463,3
P77961,GLN1B_SYNY3 Glutamine synthetase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=glnA PE=1 SV=2,-0.3856737523569102,-0.38441052564711764,-0.2812237346779703,-0.38441052564711764,0.059942911403771115,3
